"","month","station","ktx_alight","sm_alight","mg_alight","nr_alight","ktx_sc_alight","ktx_hn_alight","itx_sm_alight","itx_youth_alight","total"
"454",201801,"문산",0,49,0,0,0,0,0,0,49
"455",201801,"운천",0,0,0,0,0,0,0,0,0
"456",201801,"임진강",0,62,0,0,0,0,0,0,62
"457",201801,"도라산",0,871,0,0,0,0,0,0,871
"458",201801,"의정부",0,22,0,0,0,0,0,0,22
"459",201801,"덕정",0,0,0,0,0,0,0,0,0
"460",201801,"동두천중앙",0,0,325,0,0,0,0,0,325
"461",201801,"동두천",0,8,329,0,0,0,0,0,337
"462",201801,"소요산",0,2,0,0,0,0,0,0,2
"463",201801,"초성리",0,0,0,0,0,0,0,0,0
"464",201801,"한탄강",0,0,0,0,0,0,0,0,0
"465",201801,"전곡",0,0,0,0,0,0,0,0,0
"466",201801,"연천",0,14,0,0,0,0,0,0,14
"467",201801,"신망리",0,0,0,0,0,0,0,0,0
"468",201801,"대광리",0,0,0,0,0,0,0,0,0
"469",201801,"신탄리",0,46,125,0,0,0,0,0,171
"470",201801,"퇴계원",0,0,0,0,0,0,0,808,808
"471",201801,"평내호평",0,0,0,0,0,0,0,30491,30491
"472",201801,"마석",0,269,0,0,0,0,0,1648,1917
"473",201801,"가평",0,0,0,0,0,0,0,32684,32684
"474",201801,"광명",234635,0,0,0,86021,13280,0,0,333936
"475",201802,"안양",0,0,9780,2979,0,0,0,0,12759
"476",201802,"수원",51157,19519,285519,13077,0,0,80029,0,449301
"477",201802,"오산",0,0,4325,2629,0,0,0,0,6954
"478",201802,"서정리",0,0,948,712,0,0,0,0,1660
"479",201802,"평택",0,3186,138102,6287,0,0,17349,0,164924
"480",201802,"덕소",0,0,1314,0,0,0,0,0,1314
"481",201802,"양평",0,0,21485,0,1663,5991,0,0,29139
"482",201802,"용문",0,0,6322,0,0,0,0,0,6322
"483",201802,"지평",0,0,883,0,0,0,0,0,883
"484",201802,"석불",0,0,53,0,0,0,0,0,53
"485",201802,"일신",0,0,277,0,0,0,0,0,277
"486",201802,"매곡",0,0,254,0,0,0,0,0,254
"487",201802,"양동",0,0,5181,0,0,0,0,0,5181
"488",201802,"삼산",0,0,110,0,0,0,0,0,110
"489",201802,"행신",43283,0,0,0,13564,0,0,0,56847
"490",201802,"문산",0,56,0,0,0,0,0,0,56
"491",201802,"운천",0,0,0,0,0,0,0,0,0
"492",201802,"임진강",0,54,0,0,0,0,0,0,54
"493",201802,"도라산",0,797,0,0,0,0,0,0,797
"494",201802,"의정부",0,17,0,0,0,0,0,0,17
"495",201802,"동두천",0,11,0,0,0,0,0,0,11
"496",201802,"소요산",0,12,0,0,0,0,0,0,12
"497",201802,"초성리",0,0,0,0,0,0,0,0,0
"498",201802,"한탄강",0,0,0,0,0,0,0,0,0
"499",201802,"전곡",0,0,0,0,0,0,0,0,0
"500",201802,"연천",0,43,0,0,0,0,0,0,43
"501",201802,"신망리",0,0,0,0,0,0,0,0,0
"502",201802,"대광리",0,0,0,0,0,0,0,0,0
"503",201802,"신탄리",0,38,0,0,0,0,0,0,38
"504",201802,"퇴계원",0,0,0,0,0,0,0,801,801
"505",201802,"평내호평",0,0,0,0,0,0,0,28960,28960
"506",201802,"마석",0,0,0,0,0,0,0,1425,1425
"507",201802,"가평",0,0,0,0,0,0,0,32710,32710
"508",201802,"광명",262367,0,0,0,79277,1396,0,0,343040
"509",201803,"안양",0,0,10339,3361,0,0,0,0,13700
"510",201803,"수원",43516,21303,312960,14585,0,0,82895,0,475259
"511",201803,"오산",0,0,4726,2986,0,0,0,0,7712
"512",201803,"서정리",0,0,996,1306,0,0,0,0,2302
"513",201803,"평택",0,3459,153759,7154,0,0,19429,0,183801
"514",201803,"도농",0,0,0,0,0,0,0,0,0
"515",201803,"덕소",0,303,1786,0,0,0,0,0,2089
"516",201803,"양평",0,0,26325,0,0,7033,183,0,33541
"517",201803,"용문",0,0,7077,0,0,0,94,0,7171
"518",201803,"지평",0,0,1003,0,0,0,0,0,1003
"519",201803,"석불",0,0,48,0,0,0,0,0,48
"520",201803,"일신",0,0,339,0,0,0,0,0,339
"521",201803,"매곡",0,0,392,0,0,0,0,0,392
"522",201803,"양동",0,0,5774,0,0,0,0,0,5774
"523",201803,"삼산",0,0,120,0,0,0,0,0,120
"524",201803,"행신",31815,0,0,0,19651,0,0,0,51466
"525",201803,"문산",0,115,350,0,0,0,0,0,465
"526",201803,"운천",0,1,0,0,0,0,0,0,1
"527",201803,"임진강",0,51,0,0,0,0,0,0,51
"528",201803,"도라산",0,1315,0,0,0,0,0,0,1315
"529",201803,"의정부",0,29,0,0,0,0,0,0,29
"530",201803,"동두천",0,9,0,0,0,0,0,0,9
"531",201803,"소요산",0,5,0,0,0,0,0,0,5
"532",201803,"초성리",0,0,0,0,0,0,0,0,0
"533",201803,"한탄강",0,0,0,0,0,0,0,0,0
"534",201803,"전곡",0,0,0,0,0,0,0,0,0
"535",201803,"연천",0,16,0,0,0,0,0,0,16
"536",201803,"신망리",0,0,0,0,0,0,0,0,0
"537",201803,"대광리",0,0,0,0,0,0,0,0,0
"538",201803,"신탄리",0,77,0,0,0,0,0,0,77
"539",201803,"퇴계원",0,0,0,0,0,0,0,972,972
"540",201803,"평내호평",0,0,0,0,0,0,0,32687,32687
"541",201803,"마석",0,0,0,0,0,0,0,1605,1605
"542",201803,"가평",0,0,0,0,0,0,0,31904,31904
"543",201803,"광명",251266,0,0,0,89723,1531,0,0,342520
"544",201804,"안양",0,0,10098,3310,0,0,0,0,13408
"545",201804,"수원",46036,21122,306496,14428,0,0,84291,0,472373
"546",201804,"오산",0,0,4717,3056,0,0,0,0,7773
"547",201804,"서정리",0,0,971,1349,0,0,0,0,2320
"548",201804,"평택",0,3382,151349,6938,0,0,18646,0,180315
"549",201804,"덕소",0,269,1546,0,0,0,0,0,1815
"550",201804,"양수",0,0,0,0,0,0,0,0,0
"551",201804,"양평",0,0,24795,0,0,7214,664,0,32673
"552",201804,"용문",0,0,7810,0,0,0,442,0,8252
"553",201804,"지평",0,0,1363,0,0,0,0,0,1363
"554",201804,"석불",0,0,67,0,0,0,0,0,67
"555",201804,"일신",0,0,396,0,0,0,0,0,396
"556",201804,"매곡",0,0,493,0,0,0,0,0,493
"557",201804,"양동",0,0,6283,0,0,0,0,0,6283
"558",201804,"삼산",0,0,182,0,0,0,0,0,182
"559",201804,"중동",0,0,199,0,0,0,0,0,199
"560",201804,"행신",33093,0,0,0,19037,1577,0,0,53707
"561",201804,"백마",0,0,454,0,0,0,0,0,454
"562",201804,"문산",0,124,0,0,0,0,0,0,124
"563",201804,"운천",0,0,0,0,0,0,0,0,0
"564",201804,"임진강",0,99,0,0,0,0,0,0,99
"565",201804,"도라산",0,1550,0,0,0,0,0,0,1550
"566",201804,"의정부",0,235,179,0,0,0,0,0,414
"567",201804,"덕정",0,0,0,0,0,0,0,0,0
"568",201804,"동두천중앙",0,0,0,0,0,0,0,0,0
"569",201804,"동두천",0,12,126,0,0,0,0,0,138
"570",201804,"소요산",0,6,0,0,0,0,0,0,6
"571",201804,"초성리",0,0,0,0,0,0,0,0,0
"572",201804,"한탄강",0,0,0,0,0,0,0,0,0
"573",201804,"전곡",0,0,0,0,0,0,0,0,0
"574",201804,"연천",0,13,0,0,0,0,0,0,13
"575",201804,"신망리",0,0,0,0,0,0,0,0,0
"576",201804,"대광리",0,0,0,0,0,0,0,0,0
"577",201804,"신탄리",0,179,0,0,0,0,0,0,179
"578",201804,"퇴계원",0,0,0,0,0,0,0,1012,1012
"579",201804,"평내호평",0,585,0,0,0,0,0,31186,31771
"580",201804,"마석",0,382,0,0,0,0,0,1698,2080
"581",201804,"가평",0,0,0,0,0,0,0,39179,39179
"582",201804,"광명",267321,0,0,0,87626,5526,0,0,360473
"583",201805,"안양",0,0,10915,3513,0,0,0,0,14428
"584",201805,"의왕",0,0,810,0,0,0,0,0,810
"585",201805,"수원",54977,23011,326944,15346,0,0,91230,0,511508
"586",201805,"오산",0,0,5527,3299,0,0,0,0,8826
"587",201805,"서정리",0,0,1499,1272,0,0,0,0,2771
"588",201805,"평택",0,4097,163199,7362,0,0,20208,0,194866
"589",201805,"도농",0,0,0,0,0,0,0,0,0
"590",201805,"덕소",0,284,1839,0,0,0,0,0,2123
"591",201805,"양평",0,0,27541,0,16,7635,921,0,36113
"592",201805,"용문",0,0,9214,0,0,0,644,0,9858
"593",201805,"지평",0,0,989,0,0,0,0,0,989
"594",201805,"석불",0,0,97,0,0,0,0,0,97
"595",201805,"일신",0,0,539,0,0,0,0,0,539
"596",201805,"매곡",0,0,555,0,0,0,0,0,555
"597",201805,"양동",0,0,7001,0,0,0,0,0,7001
"598",201805,"삼산",0,0,192,0,0,0,0,0,192
"599",201805,"행신",38052,0,0,0,20484,4815,0,0,63351
"600",201805,"일산",0,0,410,0,0,0,0,0,410
"601",201805,"문산",0,142,0,0,0,0,0,0,142
"602",201805,"운천",0,0,0,0,0,0,0,0,0
"603",201805,"임진강",0,115,0,0,0,0,0,0,115
"604",201805,"도라산",0,2525,0,0,0,0,0,0,2525
"605",201805,"의정부",0,333,0,0,0,0,0,0,333
"606",201805,"동두천",0,4,0,0,0,0,0,0,4
"607",201805,"소요산",0,9,0,0,0,0,0,0,9
"608",201805,"초성리",0,0,0,0,0,0,0,0,0
"609",201805,"한탄강",0,0,0,0,0,0,0,0,0
"610",201805,"전곡",0,192,0,0,0,0,0,0,192
"611",201805,"연천",0,15,500,0,0,0,0,0,515
"612",201805,"신망리",0,0,0,0,0,0,0,0,0
"613",201805,"대광리",0,0,0,0,0,0,0,0,0
"614",201805,"신탄리",0,203,0,0,0,0,0,0,203
"615",201805,"퇴계원",0,0,0,0,0,0,0,1074,1074
"616",201805,"평내호평",0,0,0,0,0,0,0,33786,33786
"617",201805,"마석",0,572,0,0,0,0,0,1824,2396
"618",201805,"가평",0,0,1125,0,0,0,0,44258,45383
"619",201805,"광명",285672,0,0,0,84852,16301,0,0,386825
"620",201806,"안양",0,0,10502,3249,0,0,0,0,13751
"621",201806,"수원",46627,21599,303209,14443,0,0,82455,0,468333
"622",201806,"오산",0,0,4639,3413,0,0,0,0,8052
"623",201806,"서정리",0,0,1084,1189,0,0,0,0,2273
"624",201806,"평택",0,3828,154736,6996,0,0,18760,0,184320
"625",201806,"덕소",0,0,1652,0,0,0,0,0,1652
"626",201806,"양수",0,0,0,0,0,0,0,0,0
"627",201806,"양평",0,0,26406,0,0,7646,723,0,34775
"628",201806,"용문",0,0,8830,0,0,0,564,0,9394
"629",201806,"지평",0,0,1398,0,0,0,0,0,1398
"630",201806,"석불",0,0,72,0,0,0,0,0,72
"631",201806,"일신",0,0,401,0,0,0,0,0,401
"632",201806,"매곡",0,0,481,0,0,0,0,0,481
"633",201806,"양동",0,0,6413,0,0,0,0,0,6413
"634",201806,"삼산",0,0,151,0,0,0,0,0,151
"635",201806,"행신",33783,0,0,0,17985,3770,0,0,55538
"636",201806,"문산",0,160,0,0,0,0,0,0,160
"637",201806,"운천",0,0,0,0,0,0,0,0,0
"638",201806,"임진강",0,185,0,0,0,0,0,0,185
"639",201806,"도라산",0,2688,0,0,0,0,0,0,2688
"640",201806,"의정부",0,61,641,0,0,0,0,0,702
"641",201806,"덕정",0,0,188,0,0,0,0,0,188
"642",201806,"동두천중앙",0,0,0,0,0,0,0,0,0
"643",201806,"동두천",0,24,0,0,0,0,0,0,24
"644",201806,"소요산",0,6,0,0,0,0,0,0,6
"645",201806,"초성리",0,0,0,0,0,0,0,0,0
"646",201806,"한탄강",0,0,0,0,0,0,0,0,0
"647",201806,"전곡",0,0,0,0,0,0,0,0,0
"648",201806,"연천",0,321,0,0,0,0,0,0,321
"649",201806,"신망리",0,0,0,0,0,0,0,0,0
"650",201806,"대광리",0,0,0,0,0,0,0,0,0
"651",201806,"신탄리",0,146,210,0,0,0,0,0,356
"652",201806,"퇴계원",0,0,0,0,0,0,0,970,970
"653",201806,"평내호평",0,0,0,0,0,0,0,31965,31965
"654",201806,"마석",0,303,0,0,0,0,0,1649,1952
"655",201806,"가평",0,0,784,0,0,0,0,46143,46927
"656",201806,"광명",269688,0,0,0,81840,14887,0,0,366415
"657",201807,"안양",0,0,10090,2435,0,0,0,0,12525
"658",201807,"수원",47632,20784,282003,17642,0,0,84400,0,452461
"659",201807,"오산",0,0,4974,2808,0,0,0,0,7782
"660",201807,"서정리",0,0,1071,1064,0,0,0,0,2135
"661",201807,"평택",0,3775,146375,9227,0,0,19397,0,178774
"662",201807,"덕소",0,0,1470,0,0,0,0,0,1470
"663",201807,"양평",0,0,25271,0,0,7404,720,0,33395
"664",201807,"용문",0,0,8978,0,0,0,524,0,9502
"665",201807,"지평",0,0,997,0,0,0,0,0,997
"666",201807,"석불",0,0,48,0,0,0,0,0,48
"667",201807,"일신",0,0,388,0,0,0,0,0,388
"668",201807,"매곡",0,0,415,0,0,0,0,0,415
"669",201807,"양동",0,0,6050,0,0,0,0,0,6050
"670",201807,"삼산",0,0,161,0,0,0,0,0,161
"671",201807,"행신",32788,0,0,0,21091,2724,0,0,56603
"672",201807,"문산",0,135,0,0,0,0,0,0,135
"673",201807,"운천",0,0,0,0,0,0,0,0,0
"674",201807,"임진강",0,177,0,0,0,0,0,0,177
"675",201807,"도라산",0,2158,0,0,0,0,0,0,2158
"676",201807,"의정부",0,38,199,0,0,0,0,0,237
"677",201807,"동두천",0,16,0,0,0,0,0,0,16
"678",201807,"소요산",0,0,0,0,0,0,0,0,0
"679",201807,"초성리",0,0,0,0,0,0,0,0,0
"680",201807,"한탄강",0,0,0,0,0,0,0,0,0
"681",201807,"전곡",0,0,0,0,0,0,0,0,0
"682",201807,"연천",0,542,0,0,0,0,0,0,542
"683",201807,"신망리",0,0,0,0,0,0,0,0,0
"684",201807,"대광리",0,0,0,0,0,0,0,0,0
"685",201807,"신탄리",0,4,0,0,0,0,0,0,4
"686",201807,"퇴계원",0,0,0,0,0,0,0,1134,1134
"687",201807,"평내호평",0,0,0,0,0,0,0,31630,31630
"688",201807,"마석",0,0,0,0,0,0,0,1864,1864
"689",201807,"가평",0,0,0,0,0,0,0,51308,51308
"690",201807,"광명",281588,0,0,0,84161,5478,0,0,371227
"691",201808,"안양",0,0,10565,2551,0,0,0,0,13116
"692",201808,"수원",53381,20612,291158,17654,0,0,88294,0,471099
"693",201808,"오산",0,0,4765,2741,0,0,0,0,7506
"694",201808,"서정리",0,0,1136,845,0,0,0,0,1981
"695",201808,"평택",0,3625,145320,9309,0,0,19572,0,177826
"696",201808,"도농",0,0,0,0,0,0,0,0,0
"697",201808,"덕소",0,301,1684,0,0,0,0,0,1985
"698",201808,"양평",0,0,26689,0,0,7987,851,0,35527
"699",201808,"용문",0,0,9901,0,0,0,640,0,10541
"700",201808,"지평",0,0,996,0,0,0,0,0,996
"701",201808,"석불",0,0,65,0,0,0,0,0,65
"702",201808,"일신",0,0,811,0,0,0,0,0,811
"703",201808,"매곡",0,0,397,0,0,0,0,0,397
"704",201808,"양동",0,0,5944,0,0,0,0,0,5944
"705",201808,"삼산",0,0,145,0,0,0,0,0,145
"706",201808,"행신",35839,0,0,0,22317,4580,0,0,62736
"707",201808,"문산",0,137,464,0,0,0,0,0,601
"708",201808,"운천",0,3,0,0,0,0,0,0,3
"709",201808,"임진강",0,214,0,0,0,0,0,0,214
"710",201808,"도라산",0,2055,0,0,0,0,0,0,2055
"711",201808,"의정부",0,309,0,0,0,0,0,0,309
"712",201808,"동두천",0,0,0,0,0,0,0,0,0
"713",201808,"소요산",0,3,0,0,0,0,0,0,3
"714",201808,"초성리",0,0,0,0,0,0,0,0,0
"715",201808,"한탄강",0,0,0,0,0,0,0,0,0
"716",201808,"전곡",0,0,0,0,0,0,0,0,0
"717",201808,"연천",0,172,0,0,0,0,0,0,172
"718",201808,"퇴계원",0,0,0,0,0,0,0,1088,1088
"719",201808,"평내호평",0,0,0,0,0,0,0,31398,31398
"720",201808,"마석",0,0,0,0,0,0,0,1811,1811
"721",201808,"가평",0,0,0,0,0,0,0,57832,57832
"722",201808,"광명",287918,0,0,0,85627,6769,0,0,380314
"723",201809,"안양",0,0,10439,2667,0,0,0,0,13106
"724",201809,"수원",56332,22796,322556,18608,0,0,93618,0,513910
"725",201809,"오산",0,0,4656,2661,0,0,0,0,7317
"726",201809,"서정리",0,0,1024,1037,0,0,0,0,2061
"727",201809,"평택",0,3522,157075,9535,0,0,22436,0,192568
"728",201809,"덕소",0,0,1902,0,0,0,0,0,1902
"729",201809,"양평",0,0,25754,0,0,8414,875,0,35043
"730",201809,"용문",0,0,9237,0,0,0,540,0,9777
"731",201809,"지평",0,0,950,0,0,0,0,0,950
"732",201809,"석불",0,0,140,0,0,0,0,0,140
"733",201809,"일신",0,0,553,0,0,0,0,0,553
"734",201809,"매곡",0,0,549,0,0,0,0,0,549
"735",201809,"양동",0,0,7146,0,0,0,0,0,7146
"736",201809,"삼산",0,0,143,0,0,0,0,0,143
"737",201809,"중동",0,0,163,0,0,0,0,0,163
"738",201809,"행신",34857,0,0,0,21028,7810,0,0,63695
"739",201809,"문산",0,143,0,0,0,0,0,0,143
"740",201809,"운천",0,0,0,0,0,0,0,0,0
"741",201809,"임진강",0,222,0,0,0,0,0,0,222
"742",201809,"도라산",0,1738,0,0,0,0,0,0,1738
"743",201809,"의정부",0,29,275,0,0,0,0,0,304
"744",201809,"덕정",0,0,0,0,0,0,0,0,0
"745",201809,"동두천중앙",0,0,0,0,0,0,0,0,0
"746",201809,"동두천",0,10,172,0,0,0,0,0,182
"747",201809,"소요산",0,4,0,0,0,0,0,0,4
"748",201809,"초성리",0,0,0,0,0,0,0,0,0
"749",201809,"한탄강",0,0,0,0,0,0,0,0,0
"750",201809,"전곡",0,0,0,0,0,0,0,0,0
"751",201809,"연천",0,660,0,0,0,0,0,0,660
"752",201809,"퇴계원",0,0,0,0,0,0,0,869,869
"753",201809,"평내호평",0,0,0,0,0,0,0,32987,32987
"754",201809,"마석",0,0,0,0,0,0,0,1398,1398
"755",201809,"가평",0,0,0,0,0,0,0,50522,50522
"756",201809,"안산",0,447,0,0,0,0,0,0,447
"757",201809,"광명",292186,0,0,0,88654,6142,0,0,386982
"758",201810,"안양",0,0,11309,2723,0,0,0,0,14032
"759",201810,"수원",55846,21507,323801,19880,0,0,94629,0,515663
"760",201810,"오산",0,0,5192,2898,0,0,0,0,8090
"761",201810,"서정리",0,0,1116,1255,0,0,0,0,2371
"762",201810,"평택",0,3622,156554,10438,0,0,23160,0,193774
"763",201810,"덕소",0,303,1901,0,0,0,0,0,2204
"764",201810,"양평",0,0,28359,0,0,8762,909,0,38030
"765",201810,"용문",0,0,10260,0,0,0,755,0,11015
"766",201810,"지평",0,0,960,0,0,0,0,0,960
"767",201810,"석불",0,0,61,0,0,0,0,0,61
"768",201810,"일신",0,0,503,0,0,0,0,0,503
"769",201810,"매곡",0,0,501,0,0,0,0,0,501
"770",201810,"양동",0,0,6670,0,0,0,0,0,6670
"771",201810,"삼산",0,0,130,0,0,0,0,0,130
"772",201810,"행신",33019,0,0,0,19968,7141,0,0,60128
"773",201810,"문산",0,119,0,0,0,0,0,0,119
"774",201810,"운천",0,0,0,0,0,0,0,0,0
"775",201810,"임진강",0,174,672,0,0,0,0,0,846
"776",201810,"도라산",0,2019,0,0,0,0,0,0,2019
"777",201810,"의정부",0,333,364,0,0,0,0,0,697
"778",201810,"동두천",0,20,0,0,0,0,0,0,20
"779",201810,"소요산",0,11,0,0,0,0,0,0,11
"780",201810,"초성리",0,0,0,0,0,0,0,0,0
"781",201810,"한탄강",0,0,0,0,0,0,0,0,0
"782",201810,"전곡",0,0,0,0,0,0,0,0,0
"783",201810,"연천",0,947,0,0,0,0,0,0,947
"784",201810,"퇴계원",0,0,0,0,0,0,0,1127,1127
"785",201810,"평내호평",0,0,0,0,0,0,0,33237,33237
"786",201810,"마석",0,0,0,0,0,0,0,1841,1841
"787",201810,"가평",0,0,568,0,0,0,0,62867,63435
"788",201810,"광명",295173,0,0,0,90329,5395,0,0,390897
"789",201811,"안양",0,0,12183,1794,0,0,0,0,13977
"790",201811,"수원",55415,20510,320517,16221,0,0,94648,0,507311
"791",201811,"오산",0,0,5328,2505,0,0,0,0,7833
"792",201811,"서정리",0,0,1114,1309,0,0,0,0,2423
"793",201811,"평택",0,3898,156487,8591,0,0,22914,0,191890
"794",201811,"도농",0,0,0,0,0,0,0,0,0
"795",201811,"덕소",0,253,1830,0,0,0,0,0,2083
"796",201811,"양수",0,0,0,0,0,0,0,0,0
"797",201811,"양평",0,0,26703,0,0,8419,902,0,36024
"798",201811,"용문",0,0,8850,0,0,0,620,0,9470
"799",201811,"지평",0,0,1408,0,0,0,0,0,1408
"800",201811,"석불",0,0,47,0,0,0,0,0,47
"801",201811,"일신",0,0,322,0,0,0,0,0,322
"802",201811,"매곡",0,0,378,0,0,0,0,0,378
"803",201811,"양동",0,0,5899,0,0,0,0,0,5899
"804",201811,"삼산",0,0,127,0,0,0,0,0,127
"805",201811,"중동",0,0,199,0,0,0,0,0,199
"806",201811,"행신",32444,0,0,0,19741,6958,0,0,59143
"807",201811,"문산",0,76,0,0,0,0,0,0,76
"808",201811,"운천",0,1,0,0,0,0,0,0,1
"809",201811,"임진강",0,88,192,0,0,0,0,0,280
"810",201811,"도라산",0,1721,0,0,0,0,0,0,1721
"811",201811,"의정부",0,25,400,0,0,0,0,0,425
"812",201811,"덕정",0,0,0,0,0,0,0,0,0
"813",201811,"동두천중앙",0,0,0,0,0,0,0,0,0
"814",201811,"동두천",0,299,386,0,0,0,0,0,685
"815",201811,"소요산",0,5,0,0,0,0,0,0,5
"816",201811,"초성리",0,0,0,0,0,0,0,0,0
"817",201811,"한탄강",0,0,0,0,0,0,0,0,0
"818",201811,"전곡",0,0,0,0,0,0,0,0,0
"819",201811,"연천",0,546,0,0,0,0,0,0,546
"820",201811,"퇴계원",0,0,0,0,0,0,0,1173,1173
"821",201811,"평내호평",0,0,0,0,0,0,0,31450,31450
"822",201811,"마석",0,0,0,0,0,0,0,1890,1890
"823",201811,"가평",0,0,842,0,0,0,0,47157,47999
"824",201811,"광명",298249,0,0,0,89302,5192,0,0,392743
"825",201812,"안양",0,0,11172,2494,0,0,0,0,13666
"826",201812,"수원",60317,21015,323436,19311,0,0,95368,0,519447
"827",201812,"오산",0,0,4603,2715,0,0,0,0,7318
"828",201812,"서정리",0,0,1150,1186,0,0,0,0,2336
"829",201812,"평택",0,3804,162228,10238,0,0,24239,0,200509
"830",201812,"도농",0,0,0,0,0,0,0,0,0
"831",201812,"덕소",0,0,1735,0,0,0,0,0,1735
"832",201812,"양평",0,0,27723,0,0,8044,866,0,36633
"833",201812,"용문",0,0,8540,0,0,0,497,0,9037
"834",201812,"지평",0,0,1038,0,0,0,0,0,1038
"835",201812,"석불",0,0,16,0,0,0,0,0,16
"836",201812,"일신",0,0,262,0,0,0,0,0,262
"837",201812,"매곡",0,0,306,0,0,0,0,0,306
"838",201812,"양동",0,0,5726,0,0,0,0,0,5726
"839",201812,"삼산",0,0,96,0,0,0,0,0,96
"840",201812,"행신",34547,0,0,0,20138,7506,0,0,62191
"841",201812,"일산",0,0,0,0,0,0,0,0,0
"842",201812,"문산",0,342,0,0,0,0,0,0,342
"843",201812,"운천",0,0,0,0,0,0,0,0,0
"844",201812,"임진강",0,51,0,0,0,0,0,0,51
"845",201812,"도라산",0,1344,0,0,0,0,0,0,1344
"846",201812,"의정부",0,27,0,0,0,0,0,0,27
"847",201812,"덕정",0,0,0,0,0,0,0,0,0
"848",201812,"동두천중앙",0,0,0,0,0,0,0,0,0
"849",201812,"동두천",0,4,341,0,0,0,0,0,345
"850",201812,"소요산",0,0,0,0,0,0,0,0,0
"851",201812,"초성리",0,0,0,0,0,0,0,0,0
"852",201812,"한탄강",0,0,0,0,0,0,0,0,0
"853",201812,"전곡",0,0,0,0,0,0,0,0,0
"854",201812,"연천",0,26,0,0,0,0,0,0,26
"855",201812,"신망리",0,0,0,0,0,0,0,0,0
"856",201812,"대광리",0,0,0,0,0,0,0,0,0
"857",201812,"신탄리",0,50,0,0,0,0,0,0,50
"858",201812,"퇴계원",0,0,0,0,0,0,0,1058,1058
"859",201812,"평내호평",0,0,0,0,0,0,0,32549,32549
"860",201812,"마석",0,0,0,0,0,0,0,1696,1696
"861",201812,"가평",0,0,0,0,0,0,0,37968,37968
"862",201812,"광명",296025,0,0,0,90717,5208,0,0,391950
"863",201901,"안양",0,0,10647,2514,0,0,0,0,13161
"864",201901,"수원",56387,18201,292040,17968,0,0,84700,0,469296
"865",201901,"오산",0,0,4813,2716,0,0,0,0,7529
"866",201901,"서정리",0,0,1081,972,0,0,0,0,2053
"867",201901,"평택",0,3232,148248,9909,0,0,21392,0,182781
"868",201901,"도농",0,0,0,0,0,0,0,0,0
"869",201901,"덕소",0,0,1369,0,0,0,0,0,1369
"870",201901,"양평",0,0,25442,0,0,9228,825,0,35495
"871",201901,"용문",0,0,7999,0,0,0,376,0,8375
"872",201901,"지평",0,0,970,0,0,0,0,0,970
"873",201901,"석불",0,0,22,0,0,0,0,0,22
"874",201901,"일신",0,0,244,0,0,0,0,0,244
"875",201901,"매곡",0,0,264,0,0,0,0,0,264
"876",201901,"양동",0,0,5211,0,0,0,0,0,5211
"877",201901,"삼산",0,0,89,0,0,0,0,0,89
"878",201901,"행신",33275,0,0,0,20774,3759,0,0,57808
"879",201901,"문산",0,63,0,0,0,0,0,0,63
"880",201901,"운천",0,1,0,0,0,0,0,0,1
"881",201901,"임진강",0,63,0,0,0,0,0,0,63
"882",201901,"도라산",0,1194,0,0,0,0,0,0,1194
"883",201901,"의정부",0,313,0,0,0,0,0,0,313
"884",201901,"동두천",0,16,0,0,0,0,0,0,16
"885",201901,"소요산",0,3,0,0,0,0,0,0,3
"886",201901,"초성리",0,0,0,0,0,0,0,0,0
"887",201901,"한탄강",0,0,0,0,0,0,0,0,0
"888",201901,"전곡",0,0,0,0,0,0,0,0,0
"889",201901,"연천",0,13,0,0,0,0,0,0,13
"890",201901,"신망리",0,0,0,0,0,0,0,0,0
"891",201901,"대광리",0,0,0,0,0,0,0,0,0
"892",201901,"신탄리",0,117,0,0,0,0,0,0,117
"893",201901,"퇴계원",0,0,0,0,0,0,0,1051,1051
"894",201901,"평내호평",0,0,0,0,0,0,0,31417,31417
"895",201901,"마석",0,0,0,0,0,0,0,1950,1950
"896",201901,"가평",0,0,0,0,0,0,0,31226,31226
"897",201901,"광명",280005,0,0,0,88352,4112,0,0,372469
"898",201902,"안양",0,0,10420,2462,0,0,0,0,12882
"899",201902,"수원",61389,20413,300184,17416,0,0,85484,0,484886
"900",201902,"오산",0,0,4157,2593,0,0,0,0,6750
"901",201902,"서정리",0,0,948,797,0,0,0,0,1745
"902",201902,"평택",0,3451,147849,8931,0,0,21180,0,181411
"903",201902,"덕소",0,0,1551,0,0,0,0,0,1551
"904",201902,"양평",0,0,25002,0,0,8492,906,0,34400
"905",201902,"용문",0,0,8113,0,0,0,433,0,8546
"906",201902,"지평",0,0,939,0,0,0,0,0,939
"907",201902,"석불",0,0,31,0,0,0,0,0,31
"908",201902,"일신",0,0,298,0,0,0,0,0,298
"909",201902,"매곡",0,0,264,0,0,0,0,0,264
"910",201902,"양동",0,0,5421,0,0,0,0,0,5421
"911",201902,"삼산",0,0,94,0,0,0,0,0,94
"912",201902,"행신",36446,0,0,0,23461,2047,0,0,61954
"913",201902,"문산",0,93,0,0,0,0,0,0,93
"914",201902,"운천",0,1,0,0,0,0,0,0,1
"915",201902,"임진강",0,106,0,0,0,0,0,0,106
"916",201902,"도라산",0,1119,0,0,0,0,0,0,1119
"917",201902,"의정부",0,34,0,0,0,0,0,0,34
"918",201902,"덕정",0,0,0,0,0,0,0,0,0
