"createDt","deathCnt","defCnt","gubun","gubunCn","gubunEn","incDec","isolClearCnt","isolIngCnt","localOccCnt","overFlowCnt","qurRate","seq","stdDay","updateDt"
"2020-08-21 10:16:42.234","0","1310","검역","隔離區","Lazaretto","3","1225","85","0","3","-","3883","2020년 08월 21일 00시","null"
"2020-08-21 10:16:42.234","0","26","제주","<U+6D4E>州","Jeju","0","24","2","0","0","3.88","3882","2020년 08월 21일 00시","null"
"2020-08-21 10:16:42.234","0","178","경남","<U+5E86>南","Gyeongsangnam-do","4","165","13","4","0","5.3","3881","2020년 08월 21일 00시","null"
"2020-08-21 10:16:42.234","54","1431","경북","<U+5E86>北","Gyeongsangbuk-do","6","1354","23","6","0","53.75","3880","2020년 08월 21일 00시","null"
"2020-08-21 10:16:42.233","0","53","전남","全南","Jeollanam-do","6","35","18","6","0","2.84","3879","2020년 08월 21일 00시","null"
"2020-08-21 10:16:42.233","0","63","전북","全北","Jeollabuk-do","5","38","25","5","0","3.47","3878","2020년 08월 21일 00시","null"
"2020-08-21 10:16:42.233","1","237","충남","忠南","Chungcheongnam-do","13","192","44","11","2","11.17","3877","2020년 08월 21일 00시","null"
"2020-08-21 10:16:42.233","0","93","충북","忠北","Chungcheongbuk-do","3","78","15","3","0","5.81","3876","2020년 08월 21일 00시","null"
"2020-08-21 10:16:42.233","3","104","강원","江原","Gangwon-do","9","74","27","9","0","6.75","3875","2020년 08월 21일 00시","null"
"2020-08-21 10:16:42.233","33","2307","경기","京畿","Gyeonggi-do","103","1533","741","102","1","17.41","3874","2020년 08월 21일 00시","null"
"2020-08-21 10:16:42.233","0","56","세종","世宗","Sejong","3","50","6","3","0","16.36","3873","2020년 08월 21일 00시","null"
"2020-08-21 10:16:42.233","1","69","울산","蔚山","Ulsan","1","57","11","1","0","6.02","3872","2020년 08월 21일 00시","null"
"2020-08-21 10:16:42.233","2","185","대전","大田","Daejeon","7","164","19","6","1","12.55","3871","2020년 08월 21일 00시","null"
"2020-08-21 10:16:42.232","2","251","광주","光州","Gwangju","5","207","42","5","0","17.23","3870","2020년 08월 21일 00시","null"
"2020-08-21 10:16:42.232","3","469","인천","仁川","Incheon","18","383","83","17","1","15.87","3869","2020년 08월 21일 00시","null"
"2020-08-21 10:16:42.232","191","6963","대구","大邱","Daegu","4","6752","20","4","0","285.78","3868","2020년 08월 21일 00시","null"
"2020-08-21 10:16:42.232","3","254","부산","釜山","Busan","8","167","84","8","0","7.44","3867","2020년 08월 21일 00시","null"
"2020-08-21 10:16:42.232","16","2621","서울","首<U+5C14>","Seoul","126","1622","983","125","1","26.93","3866","2020년 08월 21일 00시","null"
"2020-08-21 10:16:42.232","309","16670","합계","合<U+8BA1>","Total","324","14120","2241","315","9","32.15","3865","2020년 08월 21일 00시","null"
"2020-08-20 10:18:37.869","0","1307","검역","隔離區","Lazaretto","2","1207","100","0","2","-","3864","2020년 08월 20일 00시","null"
"2020-08-20 10:18:37.869","0","26","제주","<U+6D4E>州","Jeju","0","24","2","0","0","3.88","3863","2020년 08월 20일 00시","null"
"2020-08-20 10:18:37.868","0","174","경남","<U+5E86>南","Gyeongsangnam-do","3","165","9","2","1","5.18","3862","2020년 08월 20일 00시","null"
"2020-08-20 10:18:37.868","54","1425","경북","<U+5E86>北","Gyeongsangbuk-do","5","1354","17","5","0","53.52","3861","2020년 08월 20일 00시","null"
"2020-08-20 10:18:37.868","0","47","전남","全南","Jeollanam-do","3","35","12","2","1","2.52","3860","2020년 08월 20일 00시","null"
"2020-08-20 10:18:37.868","0","58","전북","全北","Jeollabuk-do","6","38","20","5","1","3.19","3859","2020년 08월 20일 00시","null"
"2020-08-20 10:18:37.868","1","224","충남","忠南","Chungcheongnam-do","5","191","32","4","1","10.55","3858","2020년 08월 20일 00시","null"
"2020-08-20 10:18:37.868","0","90","충북","忠北","Chungcheongbuk-do","1","78","12","1","0","5.63","3857","2020년 08월 20일 00시","null"
"2020-08-20 10:18:37.867","3","95","강원","江原","Gangwon-do","5","74","18","5","0","6.17","3856","2020년 08월 20일 00시","null"
"2020-08-20 10:18:37.867","32","2204","경기","京畿","Gyeonggi-do","85","1518","654","81","4","16.63","3855","2020년 08월 20일 00시","null"
"2020-08-20 10:18:37.867","0","53","세종","世宗","Sejong","1","50","3","0","1","15.48","3854","2020년 08월 20일 00시","null"
"2020-08-20 10:18:37.867","1","68","울산","蔚山","Ulsan","0","57","10","0","0","5.93","3853","2020년 08월 20일 00시","null"
"2020-08-20 10:18:37.867","2","178","대전","大田","Daejeon","8","164","12","8","0","12.07","3852","2020년 08월 20일 00시","null"
"2020-08-20 10:18:37.866","2","246","광주","光州","Gwangju","1","207","37","1","0","16.89","3851","2020년 08월 20일 00시","null"
"2020-08-20 10:18:37.866","3","451","인천","仁川","Incheon","10","382","66","10","0","15.26","3850","2020년 08월 20일 00시","null"
"2020-08-20 10:18:37.866","191","6959","대구","大邱","Daegu","3","6752","16","2","1","285.62","3849","2020년 08월 20일 00시","null"
"2020-08-20 10:18:37.866","3","246","부산","釜山","Busan","15","166","77","15","0","7.21","3848","2020년 08월 20일 00시","null"
"2020-08-20 10:18:37.866","15","2495","서울","首<U+5C14>","Seoul","135","1601","879","135","0","25.63","3847","2020년 08월 20일 00시","null"
"2020-08-20 10:18:37.866","307","16346","합계","合<U+8BA1>","Total","288","14063","1976","276","12","31.53","3846","2020년 08월 20일 00시","null"
"2020-08-19 10:36:08.726","0","1305","검역","隔離區","Lazaretto","2","1195","110","0","2","-","3845","2020년 08월 19일 00시","null"
"2020-08-19 10:36:08.725","0","26","제주","<U+6D4E>州","Jeju","0","24","2","0","0","3.88","3844","2020년 08월 19일 00시","null"
"2020-08-19 10:36:08.725","0","171","경남","<U+5E86>南","Gyeongsangnam-do","1","165","6","0","1","5.09","3843","2020년 08월 19일 00시","null"
"2020-08-19 10:36:08.725","54","1420","경북","<U+5E86>北","Gyeongsangbuk-do","3","1353","13","3","0","53.33","3842","2020년 08월 19일 00시","null"
"2020-08-19 10:36:08.725","0","44","전남","全南","Jeollanam-do","2","32","12","2","0","2.36","3841","2020년 08월 19일 00시","null"
"2020-08-19 10:36:08.725","0","52","전북","全北","Jeollabuk-do","1","38","14","1","0","2.86","3840","2020년 08월 19일 00시","null"
"2020-08-19 10:36:08.725","1","219","충남","忠南","Chungcheongnam-do","3","191","27","3","0","10.32","3839","2020년 08월 19일 00시","null"
"2020-08-19 10:36:08.725","0","89","충북","忠北","Chungcheongbuk-do","2","77","12","1","1","5.56","3838","2020년 08월 19일 00시","null"
"2020-08-19 10:36:08.725","3","90","강원","江原","Gangwon-do","6","74","13","5","1","5.84","3837","2020년 08월 19일 00시","null"
"2020-08-19 10:36:08.725","32","2119","경기","京畿","Gyeonggi-do","99","1502","585","94","5","15.99","3836","2020년 08월 19일 00시","null"
"2020-08-19 10:36:08.724","0","52","세종","世宗","Sejong","2","50","2","1","1","15.19","3835","2020년 08월 19일 00시","null"
"2020-08-19 10:36:08.724","1","68","울산","蔚山","Ulsan","0","56","11","0","0","5.93","3834","2020년 08월 19일 00시","null"
"2020-08-19 10:36:08.724","2","170","대전","大田","Daejeon","0","164","4","0","0","11.53","3833","2020년 08월 19일 00시","null"
"2020-08-19 10:36:08.724","2","245","광주","光州","Gwangju","6","200","43","4","2","16.82","3832","2020년 08월 19일 00시","null"
"2020-08-19 10:36:08.724","3","441","인천","仁川","Incheon","8","381","57","8","0","14.92","3831","2020년 08월 19일 00시","null"
"2020-08-19 10:36:08.724","191","6956","대구","大邱","Daegu","2","6752","13","2","0","285.49","3830","2020년 08월 19일 00시","null"
"2020-08-19 10:36:08.723","3","231","부산","釜山","Busan","9","164","64","9","0","6.77","3829","2020년 08월 19일 00시","null"
"2020-08-19 10:36:08.723","14","2360","서울","首<U+5C14>","Seoul","151","1588","758","150","1","24.25","3828","2020년 08월 19일 00시","null"
"2020-08-19 10:36:08.723","306","16058","합계","合<U+8BA1>","Total","297","14006","1746","283","14","30.97","3827","2020년 08월 19일 00시","null"
"2020-08-18 10:22:31.369","0","1303","검역","隔離區","Lazaretto","6","1166","137","0","6","-","3826","2020년 08월 18일 00시","null"
"2020-08-18 10:22:31.368","0","26","제주","<U+6D4E>州","Jeju","0","23","3","0","0","3.88","3825","2020년 08월 18일 00시","null"
"2020-08-18 10:22:31.368","0","170","경남","<U+5E86>南","Gyeongsangnam-do","0","163","7","0","0","5.06","3824","2020년 08월 18일 00시","null"
"2020-08-18 10:22:31.368","54","1417","경북","<U+5E86>北","Gyeongsangbuk-do","3","1351","12","3","0","53.22","3823","2020년 08월 18일 00시","null"
"2020-08-18 10:22:31.368","0","42","전남","全南","Jeollanam-do","0","32","10","0","0","2.25","3822","2020년 08월 18일 00시","null"
"2020-08-18 10:22:31.368","0","51","전북","全北","Jeollabuk-do","7","38","13","6","1","2.81","3821","2020년 08월 18일 00시","null"
"2020-08-18 10:22:31.368","1","216","충남","忠南","Chungcheongnam-do","5","191","24","4","1","10.18","3820","2020년 08월 18일 00시","null"
"2020-08-18 10:22:31.368","0","87","충북","忠北","Chungcheongbuk-do","1","73","14","1","0","5.44","3819","2020년 08월 18일 00시","null"
"2020-08-18 10:22:31.368","3","84","강원","江原","Gangwon-do","2","72","9","2","0","5.45","3818","2020년 08월 18일 00시","null"
"2020-08-18 10:22:31.368","32","2020","경기","京畿","Gyeonggi-do","52","1488","500","52","0","15.24","3817","2020년 08월 18일 00시","null"
"2020-08-18 10:22:31.367","0","50","세종","世宗","Sejong","0","50","0","0","0","14.61","3816","2020년 08월 18일 00시","null"
"2020-08-18 10:22:31.367","1","68","울산","蔚山","Ulsan","3","56","11","2","1","5.93","3815","2020년 08월 18일 00시","null"
"2020-08-18 10:22:31.367","2","170","대전","大田","Daejeon","0","164","4","0","0","11.53","3814","2020년 08월 18일 00시","null"
"2020-08-18 10:22:31.367","2","239","광주","光州","Gwangju","4","198","39","3","1","16.41","3813","2020년 08월 18일 00시","null"
"2020-08-18 10:22:31.367","3","433","인천","仁川","Incheon","18","381","49","18","0","14.65","3812","2020년 08월 18일 00시","null"
"2020-08-18 10:22:31.367","191","6954","대구","大邱","Daegu","6","6752","11","6","0","285.41","3811","2020년 08월 18일 00시","null"
"2020-08-18 10:22:31.367","3","222","부산","釜山","Busan","7","163","56","7","0","6.51","3810","2020년 08월 18일 00시","null"
"2020-08-18 10:22:31.367","14","2209","서울","首<U+5C14>","Seoul","132","1573","622","131","1","22.69","3809","2020년 08월 18일 00시","null"
"2020-08-18 10:22:31.366","306","15761","합계","合<U+8BA1>","Total","246","13934","1521","235","11","30.40","3808","2020년 08월 18일 00시","null"
"2020-08-17 10:41:57.91","0","1297","검역","隔離區","Lazaretto","2","1162","135","0","2","-","3769","2020년 08월 17일 00시","null"
"2020-08-17 10:41:57.91","0","26","제주","<U+6D4E>州","Jeju","0","23","3","0","0","3.88","3768","2020년 08월 17일 00시","null"
"2020-08-17 10:41:57.909","0","170","경남","<U+5E86>南","Gyeongsangnam-do","0","161","9","0","0","5.06","3767","2020년 08월 17일 00시","null"
"2020-08-17 10:41:57.909","54","1414","경북","<U+5E86>北","Gyeongsangbuk-do","2","1348","12","1","1","53.11","3766","2020년 08월 17일 00시","null"
"2020-08-17 10:41:57.909","0","42","전남","全南","Jeollanam-do","0","32","10","0","0","2.25","3765","2020년 08월 17일 00시","null"
"2020-08-17 10:41:57.909","0","44","전북","全北","Jeollabuk-do","1","38","6","1","0","2.42","3764","2020년 08월 17일 00시","null"
"2020-08-17 10:41:57.909","1","211","충남","忠南","Chungcheongnam-do","4","191","19","3","1","9.94","3763","2020년 08월 17일 00시","null"
"2020-08-17 10:41:57.909","0","86","충북","忠北","Chungcheongbuk-do","3","73","13","2","1","5.38","3762","2020년 08월 17일 00시","null"
"2020-08-17 10:41:57.909","3","82","강원","江原","Gangwon-do","1","72","7","1","0","5.32","3761","2020년 08월 17일 00시","null"
"2020-08-17 10:41:57.909","32","1968","경기","京畿","Gyeonggi-do","70","1485","451","67","3","14.85","3760","2020년 08월 17일 00시","null"
"2020-08-17 10:41:57.908","0","50","세종","世宗","Sejong","0","50","0","0","0","14.61","3759","2020년 08월 17일 00시","null"
"2020-08-17 10:41:57.908","1","65","울산","蔚山","Ulsan","0","56","8","0","0","5.67","3758","2020년 08월 17일 00시","null"
"2020-08-17 10:41:57.908","2","170","대전","大田","Daejeon","2","164","4","2","0","11.53","3757","2020년 08월 17일 00시","null"
"2020-08-17 10:41:57.908","2","235","광주","光州","Gwangju","7","197","36","7","0","16.13","3756","2020년 08월 17일 00시","null"
"2020-08-17 10:41:57.908","3","415","인천","仁川","Incheon","7","380","32","7","0","14.04","3755","2020년 08월 17일 00시","null"
"2020-08-17 10:41:57.908","191","6948","대구","大邱","Daegu","1","6752","5","1","0","285.16","3754","2020년 08월 17일 00시","null"
"2020-08-17 10:41:57.908","3","215","부산","釜山","Busan","7","162","50","7","0","6.30","3753","2020년 08월 17일 00시","null"
"2020-08-17 10:41:57.908","13","2077","서울","首<U+5C14>","Seoul","90","1571","493","89","1","21.34","3752","2020년 08월 17일 00시","null"
"2020-08-17 10:41:57.907","305","15515","합계","合<U+8BA1>","Total","197","13917","1293","188","9","29.92","3751","2020년 08월 17일 00시","null"
"2020-08-16 11:10:55.638","0","1295","검역","隔離區","Lazaretto","0","1158","137","0","0","-","3750","2020년 08월 16일 00시","null"
"2020-08-16 11:10:55.637","0","26","제주","<U+6D4E>州","Jeju","0","23","3","0","0","3.88","3749","2020년 08월 16일 00시","null"
"2020-08-16 11:10:55.637","0","170","경남","<U+5E86>南","Gyeongsangnam-do","2","159","9","1","1","5.06","3748","2020년 08월 16일 00시","null"
"2020-08-16 11:10:55.637","54","1412","경북","<U+5E86>北","Gyeongsangbuk-do","0","1346","12","0","0","53.03","3747","2020년 08월 16일 00시","null"
"2020-08-16 11:10:55.637","0","42","전남","全南","Jeollanam-do","0","32","10","0","0","2.25","3746","2020년 08월 16일 00시","null"
"2020-08-16 11:10:55.637","0","43","전북","全北","Jeollabuk-do","0","38","5","0","0","2.37","3745","2020년 08월 16일 00시","null"
"2020-08-16 11:10:55.637","1","207","충남","忠南","Chungcheongnam-do","5","189","12","5","0","9.75","3744","2020년 08월 16일 00시","null"
"2020-08-16 11:10:55.636","0","83","충북","忠北","Chungcheongbuk-do","1","73","9","1","0","5.19","3743","2020년 08월 16일 00시","null"
"2020-08-16 11:10:55.636","3","81","강원","江原","Gangwon-do","0","72","6","0","0","5.26","3742","2020년 08월 16일 00시","null"
"2020-08-16 11:10:55.636","32","1898","경기","京畿","Gyeonggi-do","98","1483","285","96","2","14.32","3741","2020년 08월 16일 00시","null"
"2020-08-16 11:10:55.636","0","50","세종","世宗","Sejong","0","50","0","0","0","14.61","3740","2020년 08월 16일 00시","null"
"2020-08-16 11:10:55.636","1","65","울산","蔚山","Ulsan","3","56","5","1","2","5.67","3739","2020년 08월 16일 00시","null"
"2020-08-16 11:10:55.635","2","168","대전","大田","Daejeon","0","164","2","0","0","11.4","3738","2020년 08월 16일 00시","null"
"2020-08-16 11:10:55.635","2","228","광주","光州","Gwangju","7","194","25","7","0","15.65","3737","2020년 08월 16일 00시","null"
"2020-08-16 11:10:55.635","3","408","인천","仁川","Incheon","9","380","16","8","1","13.8","3736","2020년 08월 16일 00시","null"
"2020-08-16 11:10:55.634","191","6947","대구","大邱","Daegu","1","6751","4","1","0","285.12","3735","2020년 08월 16일 00시","null"
"2020-08-16 11:10:55.634","3","208","부산","釜山","Busan","7","162","36","6","1","6.1","3734","2020년 08월 16일 00시","null"
"2020-08-16 11:10:55.634","13","1987","서울","首<U+5C14>","Seoul","146","1571","257","141","5","20.41","3733","2020년 08월 16일 00시","null"
"2020-08-16 11:10:55.633","305","15318","합계","合<U+8BA1>","Total","279","13901","833","267","12","29.54","3732","2020년 08월 16일 00시","null"
"2020-08-15 10:36:55.341","0","1295","검역","隔離區","Lazaretto","2","1158","137","0","2","-","3731","2020년 08월 15일 00시","null"
"2020-08-15 10:36:55.341","0","26","제주","<U+6D4E>州","Jeju","0","23","3","0","0","3.88","3730","2020년 08월 15일 00시","null"
"2020-08-15 10:36:55.34","0","168","경남","<U+5E86>南","Gyeongsangnam-do","1","159","9","1","0","5","3729","2020년 08월 15일 00시","null"
"2020-08-15 10:36:55.34","54","1412","경북","<U+5E86>北","Gyeongsangbuk-do","0","1346","12","0","0","53.03","3728","2020년 08월 15일 00시","null"
"2020-08-15 10:36:55.34","0","42","전남","全南","Jeollanam-do","0","32","10","0","0","2.25","3727","2020년 08월 15일 00시","null"
"2020-08-15 10:36:55.34","0","43","전북","全北","Jeollabuk-do","1","38","5","0","1","2.37","3726","2020년 08월 15일 00시","null"
"2020-08-15 10:36:55.34","1","202","충남","忠南","Chungcheongnam-do","2","189","12","1","1","9.52","3725","2020년 08월 15일 00시","null"
"2020-08-15 10:36:55.34","0","82","충북","忠北","Chungcheongbuk-do","0","73","9","0","0","5.13","3724","2020년 08월 15일 00시","null"
"2020-08-15 10:36:55.34","3","81","강원","江原","Gangwon-do","3","72","6","3","0","5.26","3723","2020년 08월 15일 00시","null"
"2020-08-15 10:36:55.339","32","1800","경기","京畿","Gyeonggi-do","72","1483","285","67","5","13.58","3722","2020년 08월 15일 00시","null"
"2020-08-15 10:36:55.339","0","50","세종","世宗","Sejong","0","50","0","0","0","14.61","3721","2020년 08월 15일 00시","null"
"2020-08-15 10:36:55.339","1","62","울산","蔚山","Ulsan","0","56","5","0","0","5.41","3720","2020년 08월 15일 00시","null"
"2020-08-15 10:36:55.339","2","168","대전","大田","Daejeon","1","164","2","1","0","11.4","3719","2020년 08월 15일 00시","null"
"2020-08-15 10:36:55.339","2","221","광주","光州","Gwangju","1","194","25","1","0","15.17","3718","2020년 08월 15일 00시","null"
"2020-08-15 10:36:55.339","3","399","인천","仁川","Incheon","6","380","16","6","0","13.5","3717","2020년 08월 15일 00시","null"
"2020-08-15 10:36:55.339","191","6946","대구","大邱","Daegu","0","6751","4","0","0","285.08","3716","2020년 08월 15일 00시","null"
"2020-08-15 10:36:55.339","3","201","부산","釜山","Busan","3","162","36","3","0","5.89","3715","2020년 08월 15일 00시","null"
"2020-08-15 10:36:55.338","13","1841","서울","首<U+5C14>","Seoul","74","1571","257","72","2","1","3714","2020년 08월 15일 00시","null"
"2020-08-15 10:36:55.338","305","15039","합계","合<U+8BA1>","Total","166","13901","833","155","11","29.01","3713","2020년 08월 15일 00시","null"
"2020-08-14 10:36:59.393","0","1293","검역","隔離區","Lazaretto","7","1144","149","0","7","-","3712","2020년 08월 14일 00시","null"
"2020-08-14 10:36:59.392","0","26","제주","<U+6D4E>州","Jeju","0","22","4","0","0","3.88","3711","2020년 08월 14일 00시","null"
"2020-08-14 10:36:59.392","0","167","경남","<U+5E86>南","Gyeongsangnam-do","0","159","8","0","0","4.97","3710","2020년 08월 14일 00시","null"
"2020-08-14 10:36:59.392","54","1412","경북","<U+5E86>北","Gyeongsangbuk-do","1","1346","12","1","0","53.03","3709","2020년 08월 14일 00시","null"
"2020-08-14 10:36:59.392","0","42","전남","全南","Jeollanam-do","0","31","11","0","0","2.25","3708","2020년 08월 14일 00시","null"
"2020-08-14 10:36:59.392","0","42","전북","全北","Jeollabuk-do","0","37","5","0","0","2.31","3707","2020년 08월 14일 00시","null"
"2020-08-14 10:36:59.392","1","200","충남","忠南","Chungcheongnam-do","3","189","10","3","0","9.42","3706","2020년 08월 14일 00시","null"
"2020-08-14 10:36:59.392","0","82","충북","忠北","Chungcheongbuk-do","0","73","9","0","0","5.13","3705","2020년 08월 14일 00시","null"
"2020-08-14 10:36:59.391","3","78","강원","江原","Gangwon-do","1","70","5","1","0","5.06","3704","2020년 08월 14일 00시","null"
"2020-08-14 10:36:59.391","32","1728","경기","京畿","Gyeonggi-do","47","1479","217","38","9","13.04","3703","2020년 08월 14일 00시","null"
"2020-08-14 10:36:59.391","0","50","세종","世宗","Sejong","0","50","0","0","0","14.61","3702","2020년 08월 14일 00시","null"
"2020-08-14 10:36:59.391","1","62","울산","蔚山","Ulsan","1","56","5","1","0","5.41","3701","2020년 08월 14일 00시","null"
"2020-08-14 10:36:59.391","2","167","대전","大田","Daejeon","0","164","1","0","0","11.33","3700","2020년 08월 14일 00시","null"
"2020-08-14 10:36:59.391","2","220","광주","光州","Gwangju","2","191","27","2","0","15.10","3699","2020년 08월 14일 00시","null"
"2020-08-14 10:36:59.391","3","393","인천","仁川","Incheon","4","379","11","3","1","13.29","3698","2020년 08월 14일 00시","null"
"2020-08-14 10:36:59.39","191","6946","대구","大邱","Daegu","0","6749","6","0","0","285.08","3697","2020년 08월 14일 00시","null"
"2020-08-14 10:36:59.39","3","198","부산","釜山","Busan","5","160","35","5","0","5.80","3696","2020년 08월 14일 00시","null"
"2020-08-14 10:36:59.39","13","1767","서울","首<U+5C14>","Seoul","32","1564","190","31","1","18.15","3695","2020년 08월 14일 00시","null"
"2020-08-14 10:36:59.39","305","14873","합계","合<U+8BA1>","Total","103","13863","705","85","18","28.69","3694","2020년 08월 14일 00시","null"
"2020-08-13 10:29:55.075","0","1286","검역","隔離區","Lazaretto","3","1133","153","0","3","-","3693","2020년 08월 13일 00시","null"
"2020-08-13 10:29:55.075","0","26","제주","<U+6D4E>州","Jeju","0","22","4","0","0","3.88","3692","2020년 08월 13일 00시","null"
"2020-08-13 10:29:55.074","0","167","경남","<U+5E86>南","Gyeongsangnam-do","1","157","10","1","0","4.97","3691","2020년 08월 13일 00시","null"
"2020-08-13 10:29:55.074","54","1411","경북","<U+5E86>北","Gyeongsangbuk-do","0","1346","11","0","0","53.00","3690","2020년 08월 13일 00시","null"
"2020-08-13 10:29:55.074","0","42","전남","全南","Jeollanam-do","0","31","11","0","0","2.25","3689","2020년 08월 13일 00시","null"
"2020-08-13 10:29:55.074","0","42","전북","全北","Jeollabuk-do","2","37","5","0","2","2.31","3688","2020년 08월 13일 00시","null"
"2020-08-13 10:29:55.074","1","197","충남","忠南","Chungcheongnam-do","1","189","7","1","0","9.28","3687","2020년 08월 13일 00시","null"
"2020-08-13 10:29:55.074","0","82","충북","忠北","Chungcheongbuk-do","0","73","9","0","0","5.13","3686","2020년 08월 13일 00시","null"
"2020-08-13 10:29:55.074","3","77","강원","江原","Gangwon-do","0","70","4","0","0","5.00","3685","2020년 08월 13일 00시","null"
"2020-08-13 10:29:55.074","32","1681","경기","京畿","Gyeonggi-do","17","1463","186","16","1","12.69","3684","2020년 08월 13일 00시","null"
"2020-08-13 10:29:55.073","0","50","세종","世宗","Sejong","0","50","0","0","0","14.61","3683","2020년 08월 13일 00시","null"
"2020-08-13 10:29:55.073","1","61","울산","蔚山","Ulsan","1","56","4","1","0","5.32","3682","2020년 08월 13일 00시","null"
"2020-08-13 10:29:55.073","2","167","대전","大田","Daejeon","0","164","1","0","0","11.33","3681","2020년 08월 13일 00시","null"
"2020-08-13 10:29:55.073","2","218","광주","光州","Gwangju","2","187","29","1","1","14.97","3680","2020년 08월 13일 00시","null"
"2020-08-13 10:29:55.073","3","389","인천","仁川","Incheon","0","374","12","0","0","13.16","3679","2020년 08월 13일 00시","null"
"2020-08-13 10:29:55.073","191","6946","대구","大邱","Daegu","1","6749","6","0","1","285.08","3678","2020년 08월 13일 00시","null"
"2020-08-13 10:29:55.073","3","193","부산","釜山","Busan","2","160","30","2","0","5.66","3677","2020년 08월 13일 00시","null"
"2020-08-13 10:29:55.073","13","1735","서울","首<U+5C14>","Seoul","26","1556","166","25","1","17.83","3676","2020년 08월 13일 00시","null"
"2020-08-13 10:29:55.072","305","14770","합계","合<U+8BA1>","Total","56","13817","648","47","9","28.49","3675","2020년 08월 13일 00시","null"
"2020-08-12 10:34:48.695","0","1283","검역","隔離區","Lazaretto","8","1123","160","0","8","-","3674","2020년 08월 12일 00시","null"
"2020-08-12 10:34:48.695","0","26","제주","<U+6D4E>州","Jeju","0","22","4","0","0","3.88","3673","2020년 08월 12일 00시","null"
"2020-08-12 10:34:48.694","0","166","경남","<U+5E86>南","Gyeongsangnam-do","0","157","9","0","0","4.94","3672","2020년 08월 12일 00시","null"
"2020-08-12 10:34:48.694","54","1411","경북","<U+5E86>北","Gyeongsangbuk-do","0","1345","12","0","0","53.00","3671","2020년 08월 12일 00시","null"
"2020-08-12 10:34:48.694","0","42","전남","全南","Jeollanam-do","0","29","13","0","0","2.25","3670","2020년 08월 12일 00시","null"
"2020-08-12 10:34:48.694","0","40","전북","全北","Jeollabuk-do","0","37","3","0","0","2.20","3669","2020년 08월 12일 00시","null"
"2020-08-12 10:34:48.694","1","196","충남","忠南","Chungcheongnam-do","1","189","6","0","1","9.23","3668","2020년 08월 12일 00시","null"
"2020-08-12 10:34:48.694","0","82","충북","忠北","Chungcheongbuk-do","0","71","11","0","0","5.13","3667","2020년 08월 12일 00시","null"
"2020-08-12 10:34:48.694","3","77","강원","江原","Gangwon-do","0","68","6","0","0","5.00","3666","2020년 08월 12일 00시","null"
"2020-08-12 10:34:48.694","32","1664","경기","京畿","Gyeonggi-do","19","1458","174","19","0","12.56","3665","2020년 08월 12일 00시","null"
"2020-08-12 10:34:48.694","0","50","세종","世宗","Sejong","0","50","0","0","0","14.61","3664","2020년 08월 12일 00시","null"
"2020-08-12 10:34:48.693","1","60","울산","蔚山","Ulsan","0","56","3","0","0","5.23","3663","2020년 08월 12일 00시","null"
"2020-08-12 10:34:48.693","2","167","대전","大田","Daejeon","1","164","1","0","1","11.33","3662","2020년 08월 12일 00시","null"
"2020-08-12 10:34:48.693","2","216","광주","光州","Gwangju","6","186","28","0","6","14.83","3661","2020년 08월 12일 00시","null"
"2020-08-12 10:34:48.693","3","389","인천","仁川","Incheon","0","374","12","0","0","13.16","3660","2020년 08월 12일 00시","null"
"2020-08-12 10:34:48.693","191","6945","대구","大邱","Daegu","0","6748","6","0","0","285.04","3659","2020년 08월 12일 00시","null"
"2020-08-12 10:34:48.693","3","191","부산","釜山","Busan","4","160","28","3","1","5.60","3658","2020년 08월 12일 00시","null"
"2020-08-12 10:34:48.693","13","1709","서울","首<U+5C14>","Seoul","15","1549","147","13","2","17.56","3657","2020년 08월 12일 00시","null"
"2020-08-12 10:34:48.693","305","14714","합계","合<U+8BA1>","Total","54","13786","623","35","19","28.38","3656","2020년 08월 12일 00시","null"
"2020-08-11 10:50:59.348","0","1275","검역","隔離區","Lazaretto","3","1111","164","0","3","-","3655","2020년 08월 11일 00시","null"
"2020-08-11 10:50:59.348","0","26","제주","<U+6D4E>州","Jeju","0","22","4","0","0","3.88","3654","2020년 08월 11일 00시","null"
"2020-08-11 10:50:59.348","0","166","경남","<U+5E86>南","Gyeongsangnam-do","0","157","9","0","0","4.94","3653","2020년 08월 11일 00시","null"
"2020-08-11 10:50:59.348","54","1411","경북","<U+5E86>北","Gyeongsangbuk-do","0","1345","12","0","0","53.00","3652","2020년 08월 11일 00시","null"
"2020-08-11 10:50:59.348","0","42","전남","全南","Jeollanam-do","0","29","13","0","0","2.25","3651","2020년 08월 11일 00시","null"
"2020-08-11 10:50:59.348","0","40","전북","全北","Jeollabuk-do","1","37","3","0","1","2.20","3650","2020년 08월 11일 00시","null"
"2020-08-11 10:50:59.348","1","195","충남","忠南","Chungcheongnam-do","2","189","5","1","1","9.19","3649","2020년 08월 11일 00시","null"
"2020-08-11 10:50:59.348","0","82","충북","忠北","Chungcheongbuk-do","0","71","11","0","0","5.13","3648","2020년 08월 11일 00시","null"
"2020-08-11 10:50:59.347","3","77","강원","江原","Gangwon-do","0","68","6","0","0","5.00","3647","2020년 08월 11일 00시","null"
"2020-08-11 10:50:59.347","32","1645","경기","京畿","Gyeonggi-do","13","1439","174","7","6","12.41","3646","2020년 08월 11일 00시","null"
