date,IO,trafic
20171106,합계,"2,910,318"
20171107,입구,"1,437,218"
20171107,출구,"1,452,014"
20171107,합계,"2,889,232"
20171108,입구,"1,441,111"
20171108,출구,"1,456,964"
20171108,합계,"2,898,075"
20171109,입구,"1,463,888"
20171109,출구,"1,473,855"
20171109,합계,"2,937,743"
20171110,입구,"1,503,135"
20171110,출구,"1,501,445"
20171110,합계,"3,004,580"
20171111,입구,"1,467,155"
20171111,출구,"1,440,551"
20171111,합계,"2,907,706"
20171112,입구,"1,220,625"
20171112,출구,"1,265,274"
20171112,합계,"2,485,899"
20171113,입구,"1,476,426"
20171113,출구,"1,443,202"
20171113,합계,"2,919,628"
20171114,입구,"1,446,160"
20171114,출구,"1,456,266"
20171114,합계,"2,902,426"
20171115,입구,"1,448,709"
20171115,출구,"1,454,470"
20171115,합계,"2,903,179"
20171116,입구,"1,440,549"
20171116,출구,"1,450,016"
20171116,합계,"2,890,565"
20171117,입구,"1,529,251"
20171117,출구,"1,518,645"
20171117,합계,"3,047,896"
20171118,입구,"1,439,016"
20171118,출구,"1,422,033"
20171118,합계,"2,861,049"
20171119,입구,"1,179,015"
20171119,출구,"1,235,385"
20171119,합계,"2,414,400"
20171120,입구,"1,437,922"
20171120,출구,"1,428,175"
20171120,합계,"2,866,097"
20171121,입구,"1,431,694"
20171121,출구,"1,441,871"
20171121,합계,"2,873,565"
20171122,입구,"1,424,637"
20171122,출구,"1,437,854"
20171122,합계,"2,862,491"
20171123,입구,"1,424,530"
20171123,출구,"1,439,006"
20171123,합계,"2,863,536"
20171124,입구,"1,453,440"
20171124,출구,"1,447,916"
20171124,합계,"2,901,356"
20171125,입구,"1,368,226"
20171125,출구,"1,346,444"
20171125,합계,"2,714,670"
20171126,입구,"1,178,088"
20171126,출구,"1,228,588"
20171126,합계,"2,406,676"
20171127,입구,"1,442,682"
20171127,출구,"1,434,050"
20171127,합계,"2,876,732"
20171128,입구,"1,427,073"
20171128,출구,"1,432,430"
20171128,합계,"2,859,503"
20171129,입구,"1,416,474"
20171129,출구,"1,438,025"
20171129,합계,"2,854,499"
20171130,입구,"1,415,801"
20171130,출구,"1,424,977"
20171130,합계,"2,840,778"
20171201,입구,"1,469,961"
20171201,출구,"1,467,251"
20171201,합계,"2,937,212"
20171202,입구,"1,376,210"
20171202,출구,"1,370,426"
20171202,합계,"2,746,636"
20171203,입구,"1,112,309"
20171203,출구,"1,157,767"
20171203,합계,"2,270,076"
20171204,입구,"1,404,628"
20171204,출구,"1,398,452"
20171204,합계,"2,803,080"
20171205,입구,"1,383,584"
20171205,출구,"1,390,510"
20171205,합계,"2,774,094"
20171206,입구,"1,353,324"
20171206,출구,"1,364,349"
20171206,합계,"2,717,673"
20171207,입구,"1,377,996"
20171207,출구,"1,395,758"
20171207,합계,"2,773,754"
20171208,입구,"1,450,792"
20171208,출구,"1,464,979"
20171208,합계,"2,915,771"
20171209,입구,"1,367,479"
20171209,출구,"1,364,184"
20171209,합계,"2,731,663"
20171210,입구,"996,207"
20171210,출구,"1,029,989"
20171210,합계,"2,026,196"
20171211,입구,"1,374,386"
20171211,출구,"1,359,411"
20171211,합계,"2,733,797"
20171212,입구,"1,357,262"
20171212,출구,"1,368,089"
20171212,합계,"2,725,351"
20171213,입구,"1,378,391"
20171213,출구,"1,389,821"
20171213,합계,"2,768,212"
20171214,입구,"1,403,980"
20171214,출구,"1,413,574"
20171214,합계,"2,817,554"
20171215,입구,"1,468,224"
20171215,출구,"1,489,192"
20171215,합계,"2,957,416"
20171216,입구,"1,335,292"
20171216,출구,"1,334,381"
20171216,합계,"2,669,673"
20171217,입구,"1,082,394"
20171217,출구,"1,100,774"
20171217,합계,"2,183,168"
20171218,입구,"1,209,254"
20171218,출구,"1,192,129"
20171218,합계,"2,401,383"
20171219,입구,"1,367,590"
20171219,출구,"1,370,929"
20171219,합계,"2,738,519"
20171220,입구,"1,335,912"
20171220,출구,"1,353,574"
20171220,합계,"2,689,486"
20171221,입구,"1,338,775"
20171221,출구,"1,351,012"
20171221,합계,"2,689,787"
20171222,입구,"1,475,588"
20171222,출구,"1,499,836"
20171222,합계,"2,975,424"
20171223,입구,"1,329,072"
20171223,출구,"1,314,031"
20171223,합계,"2,643,103"
20171224,입구,"953,770"
20171224,출구,"976,595"
20171224,합계,"1,930,365"
20171225,입구,"1,042,520"
20171225,출구,"1,056,666"
20171225,합계,"2,099,186"
20171226,입구,"1,399,481"
20171226,출구,"1,383,406"
20171226,합계,"2,782,887"
20171227,입구,"1,374,940"
20171227,출구,"1,388,109"
20171227,합계,"2,763,049"
20171228,입구,"1,396,864"
20171228,출구,"1,411,741"
20171228,합계,"2,808,605"
20171229,입구,"1,441,444"
20171229,출구,"1,448,581"
20171229,합계,"2,890,025"
20171230,입구,"1,240,700"
20171230,출구,"1,211,027"
20171230,합계,"2,451,727"
20171231,입구,"1,015,436"
20171231,출구,"1,007,153"
20171231,합계,"2,022,589"
20180101,입구,"1,035,508"
20180101,출구,"1,088,405"
20180101,합계,"2,123,913"
20180102,입구,"1,317,141"
20180102,출구,"1,305,761"
20180102,합계,"2,622,902"
20180103,입구,"1,352,256"
20180103,출구,"1,355,240"
20180103,합계,"2,707,496"
20180104,입구,"1,361,287"
20180104,출구,"1,373,632"
20180104,합계,"2,734,919"
20180105,입구,"1,426,909"
20180105,출구,"1,444,933"
20180105,합계,"2,871,842"
20180106,입구,"1,247,695"
20180106,출구,"1,243,663"
20180106,합계,"2,491,358"
20180107,입구,"978,551"
20180107,출구,"996,093"
20180107,합계,"1,974,644"
20180108,입구,"1,340,360"
20180108,출구,"1,326,774"
20180108,합계,"2,667,134"
20180109,입구,"1,301,518"
20180109,출구,"1,309,760"
20180109,합계,"2,611,278"
20180110,입구,"1,291,146"
20180110,출구,"1,302,551"
20180110,합계,"2,593,697"
20180111,입구,"1,306,241"
20180111,출구,"1,319,583"
20180111,합계,"2,625,824"
20180112,입구,"1,368,671"
20180112,출구,"1,383,066"
20180112,합계,"2,751,737"
20180113,입구,"1,194,643"
20180113,출구,"1,184,722"
20180113,합계,"2,379,365"
20180114,입구,"998,896"
20180114,출구,"1,017,775"
20180114,합계,"2,016,671"
20180115,입구,"1,374,399"
20180115,출구,"1,362,641"
20180115,합계,"2,737,040"
20180116,입구,"1,353,605"
20180116,출구,"1,363,529"
20180116,합계,"2,717,134"
20180117,입구,"1,364,880"
20180117,출구,"1,375,543"
20180117,합계,"2,740,423"
20180118,입구,"1,373,293"
20180118,출구,"1,383,082"
20180118,합계,"2,756,375"
20180119,입구,"1,438,077"
20180119,출구,"1,459,648"
20180119,합계,"2,897,725"
20180120,입구,"1,303,311"
20180120,출구,"1,303,320"
20180120,합계,"2,606,631"
20180121,입구,"1,039,019"
20180121,출구,"1,059,363"
20180121,합계,"2,098,382"
20180122,입구,"1,361,386"
20180122,출구,"1,348,276"
20180122,합계,"2,709,662"
20180123,입구,"1,312,987"
20180123,출구,"1,323,724"
20180123,합계,"2,636,711"
20180124,입구,"1,313,817"
20180124,출구,"1,330,460"
20180124,합계,"2,644,277"
20180125,입구,"1,321,877"
20180125,출구,"1,339,255"
20180125,합계,"2,661,132"
20180126,입구,"1,379,289"
20180126,출구,"1,402,818"
20180126,합계,"2,782,107"
20180127,입구,"1,221,134"
20180127,출구,"1,224,998"
20180127,합계,"2,446,132"
20180128,입구,"999,778"
20180128,출구,"1,014,811"
20180128,합계,"2,014,589"
20180129,입구,"1,367,711"
20180129,출구,"1,351,993"
20180129,합계,"2,719,704"
20180130,입구,"1,335,201"
20180130,출구,"1,348,310"
20180130,합계,"2,683,511"
20180131,입구,"1,326,861"
20180131,출구,"1,345,571"
20180131,합계,"2,672,432"
20180201,입구,"1,370,406"
20180201,출구,"1,387,089"
20180201,합계,"2,757,495"
20180202,입구,"1,441,319"
20180202,출구,"1,460,877"
20180202,합계,"2,902,196"
20180203,입구,"1,264,227"
20180203,출구,"1,265,662"
20180203,합계,"2,529,889"
20180204,입구,"988,343"
20180204,출구,"999,035"
20180204,합계,"1,987,378"
20180205,입구,"1,377,709"
20180205,출구,"1,351,130"
20180205,합계,"2,728,839"
20180206,입구,"1,362,732"
20180206,출구,"1,368,518"
20180206,합계,"2,731,250"
20180207,입구,"1,391,723"
20180207,출구,"1,404,430"
20180207,합계,"2,796,153"
20180208,입구,"1,420,060"
20180208,출구,"1,427,042"
20180208,합계,"2,847,102"
20180209,입구,"1,484,967"
20180209,출구,"1,512,875"
20180209,합계,"2,997,842"
20180210,입구,"1,290,431"
20180210,출구,"1,300,757"
20180210,합계,"2,591,188"
20180211,입구,"989,957"
20180211,출구,"998,571"
20180211,합계,"1,988,528"
20180212,입구,"1,432,540"
20180212,출구,"1,423,238"
20180212,합계,"2,855,778"
20180213,입구,"1,460,645"
20180213,출구,"1,460,497"
20180213,합계,"2,921,142"
20180214,입구,"1,501,406"
20180214,출구,"1,377,574"
20180214,합계,"2,878,980"
20180215,입구,"1,263,171"
20180215,출구,"1,075,020"
20180215,합계,"2,338,191"
20180216,입구,"1,389,264"
20180216,출구,"1,402,362"
20180216,합계,"2,791,626"
20180217,입구,"1,070,535"
20180217,출구,"1,279,801"
20180217,합계,"2,350,336"
20180218,입구,"921,223"
20180218,출구,"1,092,419"
20180218,합계,"2,013,642"
20180219,입구,"1,341,352"
20180219,출구,"1,354,653"
20180219,합계,"2,696,005"
20180220,입구,"1,399,258"
20180220,출구,"1,410,415"
20180220,합계,"2,809,673"
20180221,입구,"1,403,313"
20180221,출구,"1,422,210"
20180221,합계,"2,825,523"
20180222,입구,"1,415,339"
20180222,출구,"1,439,348"
20180222,합계,"2,854,687"
20180223,입구,"1,439,476"
20180223,출구,"1,471,165"
20180223,합계,"2,910,641"
20180224,입구,"1,329,298"
20180224,출구,"1,337,741"
20180224,합계,"2,667,039"
20180225,입구,"1,081,285"
20180225,출구,"1,091,606"
20180225,합계,"2,172,891"
20180226,입구,"1,454,234"
20180226,출구,"1,448,795"
20180226,합계,"2,903,029"
20180227,입구,"1,440,757"
20180227,출구,"1,451,051"
20180227,합계,"2,891,808"
20180228,입구,"1,418,712"
20180228,출구,"1,448,449"
20180228,합계,"2,867,161"
20180301,입구,"1,168,511"
20180301,출구,"1,173,093"
20180301,합계,"2,341,604"
20180302,입구,"1,436,023"
20180302,출구,"1,425,425"
20180302,합계,"2,861,448"
20180303,입구,"1,318,550"
20180303,출구,"1,320,943"
20180303,합계,"2,639,493"
20180304,입구,"1,022,505"
20180304,출구,"1,051,259"
20180304,합계,"2,073,764"
20180305,입구,"1,375,400"
20180305,출구,"1,361,064"
20180305,합계,"2,736,464"
20180306,입구,"1,412,122"
20180306,출구,"1,412,692"
20180306,합계,"2,824,814"
20180307,입구,"1,405,501"
20180307,출구,"1,423,558"
20180307,합계,"2,829,059"
20180308,입구,"1,344,141"
20180308,출구,"1,361,080"
20180308,합계,"2,705,221"
20180309,입구,"1,484,535"
20180309,출구,"1,501,338"
20180309,합계,"2,985,873"
20180310,입구,"1,360,425"
20180310,출구,"1,354,385"
20180310,합계,"2,714,810"
20180311,입구,"1,108,789"
20180311,출구,"1,134,008"
20180311,합계,"2,242,797"
20180312,입구,"1,432,467"
20180312,출구,"1,412,145"
20180312,합계,"2,844,612"
20180313,입구,"1,433,984"
20180313,출구,"1,443,236"
20180313,합계,"2,877,220"
20180314,입구,"1,457,818"
20180314,출구,"1,476,215"
20180314,합계,"2,934,033"
20180315,입구,"1,313,576"
20180315,출구,"1,334,432"
20180315,합계,"2,648,008"
20180316,입구,"1,515,043"
20180316,출구,"1,522,324"
20180316,합계,"3,037,367"
20180317,입구,"1,410,842"
20180317,출구,"1,392,597"
20180317,합계,"2,803,439"
20180318,입구,"1,114,579"
20180318,출구,"1,153,947"
20180318,합계,"2,268,526"
20180319,입구,"1,393,899"
20180319,출구,"1,389,243"
20180319,합계,"2,783,142"
20180320,입구,"1,427,125"
20180320,출구,"1,444,206"
20180320,합계,"2,871,331"
20180321,입구,"1,375,725"
20180321,출구,"1,395,245"
20180321,합계,"2,770,970"
20180322,입구,"1,431,576"
20180322,출구,"1,450,706"
20180322,합계,"2,882,282"
20180323,입구,"1,517,573"
20180323,출구,"1,533,205"
20180323,합계,"3,050,778"
20180324,입구,"1,402,895"
20180324,출구,"1,394,876"
20180324,합계,"2,797,771"
20180325,입구,"1,139,934"
20180325,출구,"1,168,275"
20180325,합계,"2,308,209"
20180326,입구,"1,444,905"
20180326,출구,"1,438,089"
20180326,합계,"2,882,994"
20180327,입구,"1,432,531"
20180327,출구,"1,449,825"
20180327,합계,"2,882,356"
20180328,입구,"1,451,488"
20180328,출구,"1,466,375"
20180328,합계,"2,917,863"
20180329,입구,"1,457,319"
20180329,출구,"1,477,623"
20180329,합계,"2,934,942"
20180330,입구,"1,530,964"
20180330,출구,"1,537,029"
20180330,합계,"3,067,993"
20180331,입구,"1,428,952"
20180331,출구,"1,413,938"
20180331,합계,"2,842,890"
20180401,입구,"1,139,224"
20180401,출구,"1,184,389"
20180401,합계,"2,323,613"
20180402,입구,"1,446,742"
20180402,출구,"1,436,799"
20180402,합계,"2,883,541"
20180403,입구,"1,458,367"
20180403,출구,"1,471,243"
20180403,합계,"2,929,610"
20180404,입구,"1,411,154"
20180404,출구,"1,434,204"
20180404,합계,"2,845,358"
20180405,입구,"1,343,426"
20180405,출구,"1,360,551"
20180405,합계,"2,703,977"
20180406,입구,"1,525,426"
20180406,출구,"1,536,302"
20180406,합계,"3,061,728"
20180407,입구,"1,420,026"
20180407,출구,"1,412,279"
20180407,합계,"2,832,305"
20180408,입구,"1,123,878"
20180408,출구,"1,189,185"
20180408,합계,"2,313,063"
20180409,입구,"1,461,528"
20180409,출구,"1,455,994"
20180409,합계,"2,917,522"
20180410,입구,"1,453,449"
20180410,출구,"1,480,041"
20180410,합계,"2,933,490"
20180411,입구,"1,443,111"
20180411,출구,"1,457,154"
20180411,합계,"2,900,265"
20180412,입구,"1,476,538"
20180412,출구,"1,495,688"
20180412,합계,"2,972,226"
20180413,입구,"1,551,768"
20180413,출구,"1,560,820"
20180413,합계,"3,112,588"
20180414,입구,"1,301,917"
20180414,출구,"1,297,119"
20180414,합계,"2,599,036"
20180415,입구,"1,181,590"
20180415,출구,"1,232,743"
20180415,합계,"2,414,333"
20180416,입구,"1,473,039"
20180416,출구,"1,470,061"
20180416,합계,"2,943,100"
20180417,입구,"1,458,948"
20180417,출구,"1,473,924"
20180417,합계,"2,932,872"
20180418,입구,"1,469,052"
20180418,출구,"1,483,153"
20180418,합계,"2,952,205"
20180419,입구,"1,474,028"
20180419,출구,"1,500,836"
20180419,합계,"2,974,864"
20180420,입구,"1,558,669"
20180420,출구,"1,562,296"
20180420,합계,"3,120,965"
20180421,입구,"1,473,334"
20180421,출구,"1,463,549"
20180421,합계,"2,936,883"
20180422,입구,"1,105,471"
20180422,출구,"1,175,836"
20180422,합계,"2,281,307"
20180423,입구,"1,295,310"
20180423,출구,"1,293,812"
20180423,합계,"2,589,122"
20180424,입구,"1,455,818"
20180424,출구,"1,462,687"
20180424,합계,"2,918,505"
20180425,입구,"1,480,282"
20180425,출구,"1,502,254"
20180425,합계,"2,982,536"
20180426,입구,"1,491,781"
20180426,출구,"1,509,550"
20180426,합계,"3,001,331"
20180427,입구,"1,567,353"
20180427,출구,"1,570,145"
20180427,합계,"3,137,498"
20180428,입구,"1,465,692"
20180428,출구,"1,451,528"
20180428,합계,"2,917,220"
20180429,입구,"1,203,743"
20180429,출구,"1,252,880"
20180429,합계,"2,456,623"
20180430,입구,"1,526,197"
20180430,출구,"1,536,637"
20180430,합계,"3,062,834"
20180501,입구,"1,256,448"
20180501,출구,"1,278,182"
20180501,합계,"2,534,630"
20180502,입구,"1,392,045"
20180502,출구,"1,401,786"
20180502,합계,"2,793,831"
20180503,입구,"1,473,290"
20180503,출구,"1,493,007"
20180503,합계,"2,966,297"
20180504,입구,"1,674,597"
20180504,출구,"1,605,458"
20180504,합계,"3,280,055"
20180505,입구,"1,428,576"
20180505,출구,"1,395,338"
20180505,합계,"2,823,914"
20180506,입구,"1,148,258"
20180506,출구,"1,222,792"
20180506,합계,"2,371,050"
20180507,입구,"1,331,025"
20180507,출구,"1,437,372"
20180507,합계,"2,768,397"
20180508,입구,"1,502,083"
20180508,출구,"1,530,122"
20180508,합계,"3,032,205"
20180509,입구,"1,465,571"
20180509,출구,"1,487,436"
20180509,합계,"2,953,007"
20180510,입구,"1,478,775"
20180510,출구,"1,502,094"
20180510,합계,"2,980,869"
20180511,입구,"1,550,218"
20180511,출구,"1,572,504"
20180511,합계,"3,122,722"
20180512,입구,"1,253,659"
20180512,출구,"1,257,559"
20180512,합계,"2,511,218"
20180513,입구,"1,144,509"
20180513,출구,"1,182,716"
20180513,합계,"2,327,225"
20180514,입구,"1,477,425"
20180514,출구,"1,474,441"
20180514,합계,"2,951,866"
20180515,입구,"1,484,761"
20180515,출구,"1,503,125"
20180515,합계,"2,987,886"
20180516,입구,"1,331,044"
20180516,출구,"1,355,877"
20180516,합계,"2,686,921"
20180517,입구,"1,318,581"
20180517,출구,"1,339,781"
20180517,합계,"2,658,362"
20180518,입구,"1,517,117"
20180518,출구,"1,526,093"
20180518,합계,"3,043,210"
20180519,입구,"1,468,033"
20180519,출구,"1,442,326"
20180519,합계,"2,910,359"
20180520,입구,"1,195,398"
20180520,출구,"1,233,405"
20180520,합계,"2,428,803"
20180521,입구,"1,526,526"
20180521,출구,"1,536,623"
20180521,합계,"3,063,149"
20180522,입구,"1,183,374"
20180522,출구,"1,227,518"
20180522,합계,"2,410,892"
20180523,입구,"1,471,012"
20180523,출구,"1,472,520"
20180523,합계,"2,943,532"
20180524,입구,"1,479,085"
20180524,출구,"1,499,574"
20180524,합계,"2,978,659"
20180525,입구,"1,549,433"
20180525,출구,"1,565,636"
20180525,합계,"3,115,069"
20180526,입구,"1,424,949"
20180526,출구,"1,412,310"
20180526,합계,"2,837,259"
20180527,입구,"1,153,329"
20180527,출구,"1,208,843"
20180527,합계,"2,362,172"
20180528,입구,"1,479,169"
20180528,출구,"1,471,670"
20180528,합계,"2,950,839"
20180529,입구,"1,462,276"
20180529,출구,"1,469,280"
20180529,합계,"2,931,556"
20180530,입구,"1,459,111"
20180530,출구,"1,473,791"
20180530,합계,"2,932,902"
20180531,입구,"1,470,952"
20180531,출구,"1,491,325"
20180531,합계,"2,962,277"
20180601,입구,"1,547,269"
20180601,출구,"1,556,815"
20180601,합계,"3,104,084"
20180602,입구,"1,440,682"
20180602,출구,"1,426,392"
20180602,합계,"2,867,074"
20180603,입구,"1,157,819"
20180603,출구,"1,218,380"
20180603,합계,"2,376,199"
20180604,입구,"1,479,846"
20180604,출구,"1,476,443"
20180604,합계,"2,956,289"
20180605,입구,"1,535,124"
20180605,출구,"1,540,670"
20180605,합계,"3,075,794"
20180606,입구,"1,236,348"
20180606,출구,"1,255,172"
20180606,합계,"2,491,520"
20180607,입구,"1,492,304"
20180607,출구,"1,488,234"
20180607,합계,"2,980,538"
20180608,입구,"1,556,126"
20180608,출구,"1,566,756"
20180608,합계,"3,122,882"
20180609,입구,"1,400,791"
20180609,출구,"1,386,358"
20180609,합계,"2,787,149"
20180610,입구,"1,099,490"
20180610,출구,"1,161,112"
20180610,합계,"2,260,602"
20180611,입구,"1,465,357"
20180611,출구,"1,464,965"
20180611,합계,"2,930,322"
20180612,입구,"1,517,439"
20180612,출구,"1,535,816"
20180612,합계,"3,053,255"
20180613,입구,"1,220,735"
20180613,출구,"1,234,979"
20180613,합계,"2,455,714"
20180614,입구,"1,462,723"
20180614,출구,"1,461,700"
20180614,합계,"2,924,423"
20180615,입구,"1,559,975"
20180615,출구,"1,569,802"
20180615,합계,"3,129,777"
20180616,입구,"1,426,050"
20180616,출구,"1,406,333"
20180616,합계,"2,832,383"
20180617,입구,"1,147,643"
20180617,출구,"1,215,330"
20180617,합계,"2,362,973"
20180618,입구,"1,472,256"
20180618,출구,"1,461,918"
20180618,합계,"2,934,174"
20180619,입구,"1,462,465"
20180619,출구,"1,476,553"
20180619,합계,"2,939,018"
20180620,입구,"1,463,014"
20180620,출구,"1,488,391"
20180620,합계,"2,951,405"
20180621,입구,"1,478,420"
20180621,출구,"1,503,057"
20180621,합계,"2,981,477"
20180622,입구,"1,559,672"
20180622,출구,"1,572,818"
20180622,합계,"3,132,490"
20180623,입구,"1,448,811"
20180623,출구,"1,439,969"
20180623,합계,"2,888,780"
20180624,입구,"1,148,004"
20180624,출구,"1,210,544"
20180624,합계,"2,358,548"
20180625,입구,"1,492,811"
20180625,출구,"1,498,600"
20180625,합계,"2,991,411"
20180626,입구,"1,277,871"
20180626,출구,"1,308,392"
20180626,합계,"2,586,263"
20180627,입구,"1,442,802"
20180627,출구,"1,463,507"
20180627,합계,"2,906,309"
20180628,입구,"1,442,771"
20180628,출구,"1,456,403"
20180628,합계,"2,899,174"
20180629,입구,"1,535,673"
20180629,출구,"1,539,425"
20180629,합계,"3,075,098"
20180630,입구,"1,361,604"
20180630,출구,"1,361,646"
20180630,합계,"2,723,250"
20180701,입구,"907,928"
20180701,출구,"951,878"
20180701,합계,"1,859,806"
20180702,입구,"1,295,553"
20180702,출구,"1,289,411"
20180702,합계,"2,584,964"
20180703,입구,"1,421,963"
20180703,출구,"1,434,025"
20180703,합계,"2,855,988"
20180704,입구,"1,451,793"
20180704,출구,"1,468,106"
20180704,합계,"2,919,899"
20180705,입구,"1,444,733"
20180705,출구,"1,462,666"
20180705,합계,"2,907,399"
20180706,입구,"1,552,037"
20180706,출구,"1,557,263"
20180706,합계,"3,109,300"
20180707,입구,"1,445,834"
20180707,출구,"1,425,294"
20180707,합계,"2,871,128"
20180708,입구,"1,165,607"
20180708,출구,"1,229,902"
20180708,합계,"2,395,509"
20180709,입구,"1,381,145"
20180709,출구,"1,387,916"
20180709,합계,"2,769,061"
20180710,입구,"1,414,787"
20180710,출구,"1,424,676"
20180710,합계,"2,839,463"
20180711,입구,"1,447,178"
20180711,출구,"1,465,579"
20180711,합계,"2,912,757"
20180712,입구,"1,470,394"
20180712,출구,"1,482,447"
20180712,합계,"2,952,841"
20180713,입구,"1,560,632"
20180713,출구,"1,559,765"
20180713,합계,"3,120,397"
20180714,입구,"1,419,268"
20180714,출구,"1,400,709"
20180714,합계,"2,819,977"
20180715,입구,"1,143,057"
20180715,출구,"1,204,022"
20180715,합계,"2,347,079"
20180716,입구,"1,458,570"
20180716,출구,"1,458,934"
20180716,합계,"2,917,504"
20180717,입구,"1,451,203"
20180717,출구,"1,463,582"
20180717,합계,"2,914,785"
20180718,입구,"1,457,154"
20180718,출구,"1,468,990"
20180718,합계,"2,926,144"
20180719,입구,"1,460,775"
20180719,출구,"1,476,303"
20180719,합계,"2,937,078"
20180720,입구,"1,545,639"
20180720,출구,"1,546,862"
20180720,합계,"3,092,501"
20180721,입구,"1,408,382"
20180721,출구,"1,388,277"
20180721,합계,"2,796,659"
20180722,입구,"1,130,789"
20180722,출구,"1,180,617"
20180722,합계,"2,311,406"
20180723,입구,"1,467,033"
20180723,출구,"1,465,242"
20180723,합계,"2,932,275"
20180724,입구,"1,451,299"
20180724,출구,"1,465,750"
20180724,합계,"2,917,049"
20180725,입구,"1,456,684"
20180725,출구,"1,476,525"
20180725,합계,"2,933,209"
20180726,입구,"1,486,947"
20180726,출구,"1,473,118"
20180726,합계,"2,960,065"
20180727,입구,"1,565,485"
20180727,출구,"1,548,301"
20180727,합계,"3,113,786"
20180728,입구,"1,372,523"
20180728,출구,"1,338,696"
20180728,합계,"2,711,219"
20180729,입구,"1,129,065"
20180729,출구,"1,156,245"
20180729,합계,"2,285,310"
20180730,입구,"1,465,582"
20180730,출구,"1,467,245"
20180730,합계,"2,932,827"
20180731,입구,"1,458,965"
20180731,출구,"1,472,208"
20180731,합계,"2,931,173"
20180801,입구,"1,456,317"
20180801,출구,"1,416,148"
20180801,합계,"2,872,465"
20180802,입구,"1,418,707"
20180802,출구,"1,387,980"
20180802,합계,"2,806,687"
20180803,입구,"1,452,148"
20180803,출구,"1,444,604"
20180803,합계,"2,896,752"
20180804,입구,"1,294,156"
20180804,출구,"1,320,881"
20180804,합계,"2,615,037"
20180805,입구,"1,082,418"
20180805,출구,"1,155,738"
20180805,합계,"2,238,156"
20180806,입구,"1,410,467"
20180806,출구,"1,428,129"
20180806,합계,"2,838,596"
20180807,입구,"1,433,644"
20180807,출구,"1,457,417"
20180807,합계,"2,891,061"
20180808,입구,"1,438,784"
20180808,출구,"1,466,524"
20180808,합계,"2,905,308"
20180809,입구,"1,442,616"
20180809,출구,"1,454,506"
20180809,합계,"2,897,122"
20180810,입구,"1,535,891"
20180810,출구,"1,537,691"
20180810,합계,"3,073,582"
20180811,입구,"1,385,271"
20180811,출구,"1,360,138"
20180811,합계,"2,745,409"
20180812,입구,"1,110,500"
20180812,출구,"1,157,952"
20180812,합계,"2,268,452"
20180813,입구,"1,471,543"
20180813,출구,"1,472,537"
20180813,합계,"2,944,080"
20180814,입구,"1,520,373"
20180814,출구,"1,546,384"
20180814,합계,"3,066,757"
20180815,입구,"1,228,536"
20180815,출구,"1,240,562"
20180815,합계,"2,469,098"
20180816,입구,"1,478,134"
20180816,출구,"1,475,719"
20180816,합계,"2,953,853"
20180817,입구,"1,533,980"
20180817,출구,"1,536,279"
20180817,합계,"3,070,259"
20180818,입구,"1,386,926"
20180818,출구,"1,379,603"
20180818,합계,"2,766,529"
20180819,입구,"1,126,609"
20180819,출구,"1,181,406"
20180819,합계,"2,308,015"
20180820,입구,"1,473,497"
20180820,출구,"1,477,125"
20180820,합계,"2,950,622"
20180821,입구,"1,436,432"
20180821,출구,"1,455,486"
20180821,합계,"2,891,918"
20180822,입구,"1,474,101"
20180822,출구,"1,508,479"
20180822,합계,"2,982,580"
20180823,입구,"1,318,493"
20180823,출구,"1,341,123"
20180823,합계,"2,659,616"
20180824,입구,"1,287,375"
20180824,출구,"1,283,893"
20180824,합계,"2,571,268"
20180825,입구,"1,442,316"
20180825,출구,"1,409,077"
20180825,합계,"2,851,393"
20180826,입구,"1,145,997"
20180826,출구,"1,196,432"
20180826,합계,"2,342,429"
20180827,입구,"1,387,769"
20180827,출구,"1,384,288"
20180827,합계,"2,772,057"
20180828,입구,"1,341,355"
20180828,출구,"1,345,500"
20180828,합계,"2,686,855"
20180829,입구,"1,363,950"
20180829,출구,"1,376,150"
20180829,합계,"2,740,100"
20180830,입구,"1,430,066"
20180830,출구,"1,443,104"
20180830,합계,"2,873,170"
20180831,입구,"1,542,856"
20180831,출구,"1,548,189"
20180831,합계,"3,091,045"
20180901,입구,"1,453,096"
20180901,출구,"1,424,043"
20180901,합계,"2,877,139"
20180902,입구,"1,217,769"
20180902,출구,"1,260,696"
20180902,합계,"2,478,465"
20180903,입구,"1,417,211"
20180903,출구,"1,412,691"
20180903,합계,"2,829,902"
20180904,입구,"1,461,097"
20180904,출구,"1,471,940"
20180904,합계,"2,933,037"
20180905,입구,"1,486,651"
20180905,출구,"1,497,089"
20180905,합계,"2,983,740"
20180906,입구,"1,495,326"
20180906,출구,"1,504,595"
20180906,합계,"2,999,921"
20180907,입구,"1,573,160"
20180907,출구,"1,558,253"
20180907,합계,"3,131,413"
20180908,입구,"1,504,364"
20180908,출구,"1,489,346"
20180908,합계,"2,993,710"
20180909,입구,"1,260,518"
20180909,출구,"1,306,097"
20180909,합계,"2,566,615"
20180910,입구,"1,502,435"
20180910,출구,"1,500,429"
20180910,합계,"3,002,864"
20180911,입구,"1,499,175"
20180911,출구,"1,505,520"
20180911,합계,"3,004,695"
20180912,입구,"1,497,320"
20180912,출구,"1,510,127"
20180912,합계,"3,007,447"
20180913,입구,"1,507,559"
20180913,출구,"1,533,717"
20180913,합계,"3,041,276"
